gene_id	genome_id	gene_length	centroid_99	centroid_95	centroid_90	centroid_85	centroid_80	centroid_75
TM7x_00440	TM7x	77	TM7x_00440	TM7x_00440	TM7x_00440	TM7x_00440	TM7x_00440	TM7x_00440
TM7x_00441	TM7x	522	TM7x_00441	TM7x_00441	TM7x_00441	TM7x_00441	TM7x_00441	TM7x_00441
TM7x_00442	TM7x	1824	TM7x_00442	TM7x_00442	TM7x_00442	TM7x_00442	TM7x_00442	TM7x_00442
TM7x_00443	TM7x	570	TM7x_00443	TM7x_00443	TM7x_00443	TM7x_00443	TM7x_00443	TM7x_00443
TM7x_00444	TM7x	1167	TM7x_00444	TM7x_00444	TM7x_00444	TM7x_00444	TM7x_00444	TM7x_00444
TM7x_00445	TM7x	744	TM7x_00445	TM7x_00445	TM7x_00445	TM7x_00445	TM7x_00445	TM7x_00445
TM7x_00446	TM7x	75	TM7x_00446	TM7x_00446	TM7x_00446	TM7x_00446	TM7x_00446	TM7x_00446
TM7x_00447	TM7x	76	TM7x_00447	TM7x_00447	TM7x_00447	TM7x_00447	TM7x_00447	TM7x_00447
TM7x_00448	TM7x	76	TM7x_00448	TM7x_00448	TM7x_00448	TM7x_00448	TM7x_00448	TM7x_00448
TM7x_00449	TM7x	2094	TM7x_00449	TM7x_00449	TM7x_00449	TM7x_00449	TM7x_00449	TM7x_00449
TM7x_00450	TM7x	1584	TM7x_00450	TM7x_00450	TM7x_00450	TM7x_00450	TM7x_00450	TM7x_00450
TM7x_00451	TM7x	546	TM7x_00451	TM7x_00451	TM7x_00451	TM7x_00451	TM7x_00451	TM7x_00451
TM7x_00452	TM7x	816	TM7x_00452	TM7x_00452	TM7x_00452	TM7x_00452	TM7x_00452	TM7x_00452
TM7x_00453	TM7x	2043	TM7x_00453	TM7x_00453	TM7x_00453	TM7x_00453	TM7x_00453	TM7x_00453
TM7x_00454	TM7x	756	TM7x_00454	TM7x_00454	TM7x_00454	TM7x_00454	TM7x_00454	TM7x_00454
TM7x_00455	TM7x	1221	TM7x_00455	TM7x_00455	TM7x_00455	TM7x_00455	TM7x_00455	TM7x_00455
TM7x_00456	TM7x	2598	TM7x_00456	TM7x_00456	TM7x_00456	TM7x_00456	TM7x_00456	TM7x_00456
TM7x_00457	TM7x	807	TM7x_00457	TM7x_00457	TM7x_00457	TM7x_00457	TM7x_00457	TM7x_00457
TM7x_00458	TM7x	1350	TM7x_00458	TM7x_00458	TM7x_00458	TM7x_00458	TM7x_00458	TM7x_00458
TM7x_00459	TM7x	978	TM7x_00459	TM7x_00459	TM7x_00459	TM7x_00459	TM7x_00459	TM7x_00459
TM7x_00460	TM7x	2457	TM7x_00460	TM7x_00460	TM7x_00460	TM7x_00460	TM7x_00460	TM7x_00460
TM7x_00461	TM7x	1122	TM7x_00461	TM7x_00461	TM7x_00461	TM7x_00461	TM7x_00461	TM7x_00461
TM7x_00462	TM7x	459	TM7x_00462	TM7x_00462	TM7x_00462	TM7x_00462	TM7x_00462	TM7x_00462
TM7x_00463	TM7x	693	TM7x_00463	TM7x_00463	TM7x_00463	TM7x_00463	TM7x_00463	TM7x_00463
TM7x_00464	TM7x	2514	TM7x_00464	TM7x_00464	TM7x_00464	TM7x_00464	TM7x_00464	TM7x_00464
TM7x_00465	TM7x	603	TM7x_00465	TM7x_00465	TM7x_00465	TM7x_00465	TM7x_00465	TM7x_00465
TM7x_00466	TM7x	987	TM7x_00466	TM7x_00466	TM7x_00466	TM7x_00466	TM7x_00466	TM7x_00466
TM7x_00467	TM7x	498	TM7x_00467	TM7x_00467	TM7x_00467	TM7x_00467	TM7x_00467	TM7x_00467
TM7x_00468	TM7x	522	TM7x_00468	TM7x_00468	TM7x_00468	TM7x_00468	TM7x_00468	TM7x_00468
TM7x_00469	TM7x	1134	TM7x_00469	TM7x_00469	TM7x_00469	TM7x_00469	TM7x_00469	TM7x_00469
TM7x_00470	TM7x	1539	TM7x_00470	TM7x_00470	TM7x_00470	TM7x_00470	TM7x_00470	TM7x_00470
TM7x_00471	TM7x	1623	TM7x_00471	TM7x_00471	TM7x_00471	TM7x_00471	TM7x_00471	TM7x_00471
TM7x_00472	TM7x	561	TM7x_00472	TM7x_00472	TM7x_00472	TM7x_00472	TM7x_00472	TM7x_00472
TM7x_00473	TM7x	264	TM7x_00473	TM7x_00473	TM7x_00473	TM7x_00473	TM7x_00473	TM7x_00473
TM7x_00474	TM7x	3738	TM7x_00474	TM7x_00474	TM7x_00474	TM7x_00474	TM7x_00474	TM7x_00474
TM7x_00475	TM7x	300	TM7x_00475	TM7x_00475	TM7x_00475	TM7x_00475	TM7x_00475	TM7x_00475
TM7x_00476	TM7x	288	TM7x_00475	TM7x_00475	TM7x_00475	TM7x_00475	TM7x_00475	TM7x_00475
TM7x_00477	TM7x	894	TM7x_00477	TM7x_00477	TM7x_00477	TM7x_00477	TM7x_00477	TM7x_00477
TM7x_00478	TM7x	1461	TM7x_00478	TM7x_00478	TM7x_00478	TM7x_00478	TM7x_00478	TM7x_00478
TM7x_00479	TM7x	420	TM7x_00479	TM7x_00479	TM7x_00479	TM7x_00479	TM7x_00479	TM7x_00479
TM7x_00480	TM7x	1371	TM7x_00480	TM7x_00480	TM7x_00480	TM7x_00480	TM7x_00480	TM7x_00480
TM7x_00481	TM7x	288	TM7x_00481	TM7x_00481	TM7x_00481	TM7x_00481	TM7x_00481	TM7x_00481
TM7x_00482	TM7x	837	TM7x_00482	TM7x_00482	TM7x_00482	TM7x_00482	TM7x_00482	TM7x_00482
TM7x_00483	TM7x	1971	TM7x_00483	TM7x_00483	TM7x_00483	TM7x_00483	TM7x_00483	TM7x_00483
TM7x_00484	TM7x	600	TM7x_00484	TM7x_00484	TM7x_00484	TM7x_00484	TM7x_00484	TM7x_00484
TM7x_00485	TM7x	669	TM7x_00485	TM7x_00485	TM7x_00485	TM7x_00485	TM7x_00485	TM7x_00485
TM7x_00486	TM7x	480	TM7x_00486	TM7x_00486	TM7x_00486	TM7x_00486	TM7x_00486	TM7x_00486
TM7x_00487	TM7x	963	TM7x_00487	TM7x_00487	TM7x_00487	TM7x_00487	TM7x_00487	TM7x_00487
TM7x_00488	TM7x	912	TM7x_00488	TM7x_00488	TM7x_00488	TM7x_00488	TM7x_00488	TM7x_00488
TM7x_00489	TM7x	246	TM7x_00489	TM7x_00489	TM7x_00489	TM7x_00489	TM7x_00489	TM7x_00489
TM7x_00490	TM7x	963	TM7x_00490	TM7x_00490	TM7x_00490	TM7x_00490	TM7x_00490	TM7x_00490
TM7x_00491	TM7x	840	TM7x_00491	TM7x_00491	TM7x_00491	TM7x_00491	TM7x_00491	TM7x_00491
TM7x_00492	TM7x	648	TM7x_00492	TM7x_00492	TM7x_00492	TM7x_00492	TM7x_00492	TM7x_00492
TM7x_00493	TM7x	453	TM7x_00493	TM7x_00493	TM7x_00493	TM7x_00493	TM7x_00493	TM7x_00493
TM7x_00494	TM7x	240	TM7x_00494	TM7x_00494	TM7x_00494	TM7x_00494	TM7x_00494	TM7x_00494
TM7x_00495	TM7x	1023	TM7x_00495	TM7x_00495	TM7x_00495	TM7x_00495	TM7x_00495	TM7x_00495
TM7x_00496	TM7x	1518	TM7x_00496	TM7x_00496	TM7x_00496	TM7x_00496	TM7x_00496	TM7x_00496
TM7x_00497	TM7x	534	TM7x_00497	TM7x_00497	TM7x_00497	TM7x_00497	TM7x_00497	TM7x_00497
TM7x_00498	TM7x	933	TM7x_00498	TM7x_00498	TM7x_00498	TM7x_00498	TM7x_00498	TM7x_00498
TM7x_00499	TM7x	678	TM7x_00499	TM7x_00499	TM7x_00499	TM7x_00499	TM7x_00499	TM7x_00499
TM7x_00500	TM7x	2568	TM7x_00500	TM7x_00500	TM7x_00500	TM7x_00500	TM7x_00500	TM7x_00500
TM7x_00501	TM7x	654	TM7x_00501	TM7x_00501	TM7x_00501	TM7x_00501	TM7x_00501	TM7x_00501
TM7x_00502	TM7x	342	TM7x_00502	TM7x_00502	TM7x_00502	TM7x_00502	TM7x_00502	TM7x_00502
TM7x_00503	TM7x	630	TM7x_00503	TM7x_00503	TM7x_00503	TM7x_00503	TM7x_00503	TM7x_00503
TM7x_00504	TM7x	1242	TM7x_00504	TM7x_00504	TM7x_00504	TM7x_00504	TM7x_00504	TM7x_00504
TM7x_00505	TM7x	1383	TM7x_00505	TM7x_00505	TM7x_00505	TM7x_00505	TM7x_00505	TM7x_00505
TM7x_00506	TM7x	2199	TM7x_00506	TM7x_00506	TM7x_00506	TM7x_00506	TM7x_00506	TM7x_00506
TM7x_00507	TM7x	1383	TM7x_00507	TM7x_00507	TM7x_00507	TM7x_00507	TM7x_00507	TM7x_00507
TM7x_00508	TM7x	651	TM7x_00508	TM7x_00508	TM7x_00508	TM7x_00508	TM7x_00508	TM7x_00508
TM7x_00509	TM7x	960	TM7x_00509	TM7x_00509	TM7x_00509	TM7x_00509	TM7x_00509	TM7x_00509
TM7x_00510	TM7x	465	TM7x_00510	TM7x_00510	TM7x_00510	TM7x_00510	TM7x_00510	TM7x_00510
TM7x_00511	TM7x	1323	TM7x_00511	TM7x_00511	TM7x_00511	TM7x_00511	TM7x_00511	TM7x_00511
TM7x_00512	TM7x	1044	TM7x_00512	TM7x_00512	TM7x_00512	TM7x_00512	TM7x_00512	TM7x_00512
TM7x_00513	TM7x	237	TM7x_00513	TM7x_00513	TM7x_00513	TM7x_00513	TM7x_00513	TM7x_00513
TM7x_00514	TM7x	936	TM7x_00514	TM7x_00514	TM7x_00514	TM7x_00514	TM7x_00514	TM7x_00514
TM7x_00515	TM7x	1071	TM7x_00515	TM7x_00515	TM7x_00515	TM7x_00515	TM7x_00515	TM7x_00515
TM7x_00516	TM7x	495	TM7x_00516	TM7x_00516	TM7x_00516	TM7x_00516	TM7x_00516	TM7x_00516
TM7x_00517	TM7x	534	TM7x_00517	TM7x_00517	TM7x_00517	TM7x_00517	TM7x_00517	TM7x_00517
TM7x_00518	TM7x	75	TM7x_00518	TM7x_00518	TM7x_00518	TM7x_00306	TM7x_00306	TM7x_00306
TM7x_00519	TM7x	804	TM7x_00519	TM7x_00519	TM7x_00519	TM7x_00519	TM7x_00519	TM7x_00519
TM7x_00520	TM7x	873	TM7x_00520	TM7x_00520	TM7x_00520	TM7x_00520	TM7x_00520	TM7x_00520
TM7x_00521	TM7x	327	TM7x_00521	TM7x_00521	TM7x_00521	TM7x_00521	TM7x_00521	TM7x_00521
TM7x_00522	TM7x	669	TM7x_00522	TM7x_00522	TM7x_00522	TM7x_00522	TM7x_00522	TM7x_00522
TM7x_00523	TM7x	567	TM7x_00523	TM7x_00523	TM7x_00523	TM7x_00523	TM7x_00523	TM7x_00523
TM7x_00524	TM7x	810	TM7x_00524	TM7x_00524	TM7x_00524	TM7x_00524	TM7x_00524	TM7x_00524
TM7x_00525	TM7x	390	TM7x_00525	TM7x_00525	TM7x_00525	TM7x_00525	TM7x_00525	TM7x_00525
TM7x_00526	TM7x	717	TM7x_00526	TM7x_00526	TM7x_00526	TM7x_00526	TM7x_00526	TM7x_00526
TM7x_00527	TM7x	498	TM7x_00527	TM7x_00527	TM7x_00527	TM7x_00527	TM7x_00527	TM7x_00527
TM7x_00528	TM7x	459	TM7x_00528	TM7x_00528	TM7x_00528	TM7x_00528	TM7x_00528	TM7x_00528
TM7x_00529	TM7x	147	TM7x_00529	TM7x_00529	TM7x_00529	TM7x_00529	TM7x_00529	TM7x_00529
TM7x_00530	TM7x	528	TM7x_00530	TM7x_00530	TM7x_00530	TM7x_00530	TM7x_00530	TM7x_00530
TM7x_00531	TM7x	2517	TM7x_00531	TM7x_00531	TM7x_00531	TM7x_00531	TM7x_00531	TM7x_00531
TM7x_00532	TM7x	1059	TM7x_00532	TM7x_00532	TM7x_00532	TM7x_00532	TM7x_00532	TM7x_00532
TM7x_00533	TM7x	1290	TM7x_00533	TM7x_00533	TM7x_00533	TM7x_00533	TM7x_00533	TM7x_00533
TM7x_00534	TM7x	699	TM7x_00534	TM7x_00534	TM7x_00534	TM7x_00534	TM7x_00534	TM7x_00534
TM7x_00535	TM7x	777	TM7x_00535	TM7x_00535	TM7x_00535	TM7x_00535	TM7x_00535	TM7x_00535
TM7x_00536	TM7x	432	TM7x_00536	TM7x_00536	TM7x_00536	TM7x_00536	TM7x_00536	TM7x_00536
TM7x_00537	TM7x	2013	TM7x_00537	TM7x_00537	TM7x_00537	TM7x_00537	TM7x_00537	TM7x_00537
TM7x_00538	TM7x	1101	TM7x_00538	TM7x_00538	TM7x_00538	TM7x_00538	TM7x_00538	TM7x_00538
TM7x_00539	TM7x	876	TM7x_00539	TM7x_00539	TM7x_00539	TM7x_00539	TM7x_00539	TM7x_00539
TM7x_00540	TM7x	570	TM7x_00540	TM7x_00540	TM7x_00540	TM7x_00540	TM7x_00540	TM7x_00540
TM7x_00541	TM7x	86	TM7x_00541	TM7x_00541	TM7x_00541	TM7x_00541	TM7x_00541	TM7x_00541
TM7x_00542	TM7x	591	TM7x_00542	TM7x_00542	TM7x_00542	TM7x_00542	TM7x_00542	TM7x_00542
TM7x_00543	TM7x	74	TM7x_00543	TM7x_00543	TM7x_00543	TM7x_00543	TM7x_00543	TM7x_00543
TM7x_00544	TM7x	88	TM7x_00544	TM7x_00544	TM7x_00544	TM7x_00544	TM7x_00544	TM7x_00544
TM7x_00545	TM7x	1791	TM7x_00545	TM7x_00545	TM7x_00545	TM7x_00545	TM7x_00545	TM7x_00545
TM7x_00546	TM7x	237	TM7x_00546	TM7x_00546	TM7x_00546	TM7x_00546	TM7x_00546	TM7x_00546
TM7x_00547	TM7x	387	TM7x_00547	TM7x_00547	TM7x_00547	TM7x_00547	TM7x_00547	TM7x_00547
TM7x_00548	TM7x	1602	TM7x_00548	TM7x_00548	TM7x_00548	TM7x_00548	TM7x_00548	TM7x_00548
TM7x_00549	TM7x	477	TM7x_00549	TM7x_00549	TM7x_00549	TM7x_00549	TM7x_00549	TM7x_00549
TM7x_00550	TM7x	396	TM7x_00550	TM7x_00550	TM7x_00550	TM7x_00550	TM7x_00550	TM7x_00550
TM7x_00551	TM7x	330	TM7x_00551	TM7x_00551	TM7x_00551	TM7x_00551	TM7x_00551	TM7x_00551
TM7x_00552	TM7x	393	TM7x_00552	TM7x_00552	TM7x_00552	TM7x_00552	TM7x_00552	TM7x_00552
TM7x_00553	TM7x	1773	TM7x_00553	TM7x_00553	TM7x_00553	TM7x_00553	TM7x_00553	TM7x_00553
TM7x_00554	TM7x	651	TM7x_00554	TM7x_00554	TM7x_00554	TM7x_00554	TM7x_00554	TM7x_00554
TM7x_00555	TM7x	2811	TM7x_00555	TM7x_00555	TM7x_00555	TM7x_00555	TM7x_00555	TM7x_00555
TM7x_00556	TM7x	231	TM7x_00556	TM7x_00556	TM7x_00556	TM7x_00556	TM7x_00556	TM7x_00556
TM7x_00557	TM7x	1623	TM7x_00557	TM7x_00557	TM7x_00557	TM7x_00557	TM7x_00557	TM7x_00557
TM7x_00558	TM7x	1419	TM7x_00558	TM7x_00558	TM7x_00558	TM7x_00558	TM7x_00558	TM7x_00558
TM7x_00559	TM7x	1320	TM7x_00559	TM7x_00559	TM7x_00559	TM7x_00559	TM7x_00559	TM7x_00559
TM7x_00560	TM7x	1221	TM7x_00560	TM7x_00560	TM7x_00560	TM7x_00560	TM7x_00560	TM7x_00560
TM7x_00561	TM7x	1077	TM7x_00561	TM7x_00561	TM7x_00561	TM7x_00561	TM7x_00561	TM7x_00561
TM7x_00562	TM7x	414	TM7x_00562	TM7x_00562	TM7x_00562	TM7x_00562	TM7x_00562	TM7x_00562
TM7x_00563	TM7x	1626	TM7x_00563	TM7x_00563	TM7x_00563	TM7x_00563	TM7x_00563	TM7x_00563
TM7x_00564	TM7x	1263	TM7x_00564	TM7x_00564	TM7x_00564	TM7x_00564	TM7x_00564	TM7x_00564
TM7x_00565	TM7x	840	TM7x_00565	TM7x_00565	TM7x_00565	TM7x_00565	TM7x_00565	TM7x_00565
TM7x_00566	TM7x	1884	TM7x_00566	TM7x_00566	TM7x_00566	TM7x_00566	TM7x_00566	TM7x_00566
TM7x_00567	TM7x	351	TM7x_00567	TM7x_00567	TM7x_00567	TM7x_00567	TM7x_00567	TM7x_00567
TM7x_00568	TM7x	1014	TM7x_00568	TM7x_00568	TM7x_00568	TM7x_00568	TM7x_00568	TM7x_00568
TM7x_00569	TM7x	597	TM7x_00569	TM7x_00569	TM7x_00569	TM7x_00569	TM7x_00569	TM7x_00569
TM7x_00570	TM7x	1113	TM7x_00570	TM7x_00570	TM7x_00570	TM7x_00570	TM7x_00570	TM7x_00570
TM7x_00571	TM7x	438	TM7x_00571	TM7x_00571	TM7x_00571	TM7x_00571	TM7x_00571	TM7x_00571
TM7x_00572	TM7x	297	TM7x_00572	TM7x_00572	TM7x_00572	TM7x_00572	TM7x_00572	TM7x_00572
TM7x_00573	TM7x	819	TM7x_00573	TM7x_00573	TM7x_00573	TM7x_00573	TM7x_00573	TM7x_00573
TM7x_00574	TM7x	1512	TM7x_00574	TM7x_00574	TM7x_00574	TM7x_00574	TM7x_00574	TM7x_00574
TM7x_00575	TM7x	1449	TM7x_00575	TM7x_00575	TM7x_00575	TM7x_00575	TM7x_00575	TM7x_00575
TM7x_00576	TM7x	753	TM7x_00576	TM7x_00576	TM7x_00576	TM7x_00576	TM7x_00576	TM7x_00576
TM7x_00577	TM7x	780	TM7x_00577	TM7x_00577	TM7x_00577	TM7x_00577	TM7x_00577	TM7x_00577
TM7x_00578	TM7x	1017	TM7x_00578	TM7x_00578	TM7x_00578	TM7x_00578	TM7x_00578	TM7x_00578
TM7x_00579	TM7x	1125	TM7x_00579	TM7x_00579	TM7x_00579	TM7x_00579	TM7x_00579	TM7x_00579
TM7x_00580	TM7x	2103	TM7x_00580	TM7x_00580	TM7x_00580	TM7x_00580	TM7x_00580	TM7x_00580
TM7x_00581	TM7x	1284	TM7x_00581	TM7x_00581	TM7x_00581	TM7x_00581	TM7x_00581	TM7x_00581
TM7x_00582	TM7x	759	TM7x_00582	TM7x_00582	TM7x_00582	TM7x_00582	TM7x_00582	TM7x_00582
TM7x_00583	TM7x	1239	TM7x_00583	TM7x_00583	TM7x_00583	TM7x_00583	TM7x_00583	TM7x_00583
TM7x_00584	TM7x	1479	TM7x_00584	TM7x_00584	TM7x_00584	TM7x_00584	TM7x_00584	TM7x_00584
TM7x_00585	TM7x	75	TM7x_00585	TM7x_00585	TM7x_00270	TM7x_00270	TM7x_00270	TM7x_00270
TM7x_00586	TM7x	288	TM7x_00586	TM7x_00586	TM7x_00586	TM7x_00586	TM7x_00586	TM7x_00586
TM7x_00587	TM7x	2157	TM7x_00587	TM7x_00587	TM7x_00587	TM7x_00587	TM7x_00587	TM7x_00587
TM7x_00588	TM7x	1362	TM7x_00588	TM7x_00588	TM7x_00588	TM7x_00588	TM7x_00588	TM7x_00588
TM7x_00589	TM7x	375	TM7x_00589	TM7x_00589	TM7x_00589	TM7x_00589	TM7x_00589	TM7x_00589
TM7x_00590	TM7x	813	TM7x_00590	TM7x_00590	TM7x_00590	TM7x_00590	TM7x_00590	TM7x_00590
TM7x_00591	TM7x	78	TM7x_00591	TM7x_00591	TM7x_00591	TM7x_00591	TM7x_00591	TM7x_00591
TM7x_00592	TM7x	77	TM7x_00592	TM7x_00592	TM7x_00592	TM7x_00592	TM7x_00592	TM7x_00592
TM7x_00593	TM7x	414	TM7x_00593	TM7x_00593	TM7x_00593	TM7x_00593	TM7x_00593	TM7x_00593
TM7x_00594	TM7x	77	TM7x_00594	TM7x_00594	TM7x_00594	TM7x_00594	TM7x_00594	TM7x_00594
TM7x_00595	TM7x	75	TM7x_00595	TM7x_00595	TM7x_00595	TM7x_00595	TM7x_00595	TM7x_00595
TM7x_00596	TM7x	1806	TM7x_00596	TM7x_00596	TM7x_00596	TM7x_00596	TM7x_00596	TM7x_00596
TM7x_00597	TM7x	1524	TM7x_00597	TM7x_00597	TM7x_00597	TM7x_00597	TM7x_00597	TM7x_00597
TM7x_00598	TM7x	1269	TM7x_00598	TM7x_00598	TM7x_00598	TM7x_00598	TM7x_00598	TM7x_00598
TM7x_00599	TM7x	426	TM7x_00599	TM7x_00599	TM7x_00599	TM7x_00599	TM7x_00599	TM7x_00599
TM7x_00600	TM7x	1731	TM7x_00600	TM7x_00600	TM7x_00600	TM7x_00600	TM7x_00600	TM7x_00600
TM7x_00601	TM7x	828	TM7x_00601	TM7x_00601	TM7x_00601	TM7x_00601	TM7x_00601	TM7x_00601
TM7x_00602	TM7x	468	TM7x_00602	TM7x_00602	TM7x_00602	TM7x_00602	TM7x_00602	TM7x_00602
TM7x_00603	TM7x	486	TM7x_00603	TM7x_00603	TM7x_00603	TM7x_00603	TM7x_00603	TM7x_00603
TM7x_00604	TM7x	1026	TM7x_00604	TM7x_00604	TM7x_00604	TM7x_00604	TM7x_00604	TM7x_00604
TM7x_00605	TM7x	77	TM7x_00605	TM7x_00605	TM7x_00605	TM7x_00605	TM7x_00026	TM7x_00026
TM7x_00606	TM7x	77	TM7x_00606	TM7x_00606	TM7x_00606	TM7x_00606	TM7x_00606	TM7x_00098
TM7x_00607	TM7x	726	TM7x_00607	TM7x_00607	TM7x_00607	TM7x_00607	TM7x_00607	TM7x_00607
TM7x_00608	TM7x	2439	TM7x_00608	TM7x_00608	TM7x_00608	TM7x_00608	TM7x_00608	TM7x_00608
TM7x_00609	TM7x	375	TM7x_00609	TM7x_00609	TM7x_00609	TM7x_00609	TM7x_00609	TM7x_00609
TM7x_00610	TM7x	1272	TM7x_00610	TM7x_00610	TM7x_00610	TM7x_00610	TM7x_00610	TM7x_00610
TM7x_00611	TM7x	726	TM7x_00611	TM7x_00611	TM7x_00611	TM7x_00611	TM7x_00611	TM7x_00611
TM7x_00612	TM7x	1512	TM7x_00612	TM7x_00612	TM7x_00612	TM7x_00612	TM7x_00612	TM7x_00612
TM7x_00613	TM7x	261	TM7x_00613	TM7x_00613	TM7x_00613	TM7x_00613	TM7x_00613	TM7x_00613
TM7x_00614	TM7x	77	TM7x_00614	TM7x_00614	TM7x_00614	TM7x_00614	TM7x_00614	TM7x_00614
TM7x_00615	TM7x	249	TM7x_00615	TM7x_00615	TM7x_00615	TM7x_00615	TM7x_00615	TM7x_00615
TM7x_00616	TM7x	624	TM7x_00616	TM7x_00616	TM7x_00616	TM7x_00616	TM7x_00616	TM7x_00616
TM7x_00617	TM7x	636	TM7x_00617	TM7x_00617	TM7x_00617	TM7x_00617	TM7x_00617	TM7x_00617
TM7x_00618	TM7x	528	TM7x_00618	TM7x_00618	TM7x_00618	TM7x_00618	TM7x_00618	TM7x_00618
TM7x_00619	TM7x	1491	TM7x_00619	TM7x_00619	TM7x_00619	TM7x_00619	TM7x_00619	TM7x_00619
TM7x_00620	TM7x	876	TM7x_00620	TM7x_00620	TM7x_00620	TM7x_00620	TM7x_00620	TM7x_00620
TM7x_00621	TM7x	375	TM7x_00621	TM7x_00621	TM7x_00621	TM7x_00621	TM7x_00621	TM7x_00621
TM7x_00622	TM7x	459	TM7x_00622	TM7x_00622	TM7x_00622	TM7x_00622	TM7x_00622	TM7x_00622
TM7x_00623	TM7x	1779	TM7x_00623	TM7x_00623	TM7x_00623	TM7x_00623	TM7x_00623	TM7x_00623
TM7x_00624	TM7x	1227	TM7x_00624	TM7x_00624	TM7x_00624	TM7x_00624	TM7x_00624	TM7x_00624
TM7x_00625	TM7x	1053	TM7x_00625	TM7x_00625	TM7x_00625	TM7x_00625	TM7x_00625	TM7x_00625
TM7x_00626	TM7x	570	TM7x_00626	TM7x_00626	TM7x_00626	TM7x_00626	TM7x_00626	TM7x_00626
TM7x_00627	TM7x	594	TM7x_00627	TM7x_00627	TM7x_00627	TM7x_00627	TM7x_00627	TM7x_00627
TM7x_00628	TM7x	216	TM7x_00628	TM7x_00628	TM7x_00628	TM7x_00628	TM7x_00628	TM7x_00628
TM7x_00629	TM7x	588	TM7x_00629	TM7x_00629	TM7x_00629	TM7x_00629	TM7x_00629	TM7x_00629
TM7x_00630	TM7x	654	TM7x_00630	TM7x_00630	TM7x_00630	TM7x_00630	TM7x_00630	TM7x_00630
TM7x_00631	TM7x	525	TM7x_00631	TM7x_00631	TM7x_00631	TM7x_00631	TM7x_00631	TM7x_00631
TM7x_00632	TM7x	1056	TM7x_00632	TM7x_00632	TM7x_00632	TM7x_00632	TM7x_00632	TM7x_00632
TM7x_00633	TM7x	393	TM7x_00633	TM7x_00633	TM7x_00633	TM7x_00633	TM7x_00633	TM7x_00633
TM7x_00634	TM7x	831	TM7x_00634	TM7x_00634	TM7x_00634	TM7x_00634	TM7x_00634	TM7x_00634
TM7x_00635	TM7x	1002	TM7x_00635	TM7x_00635	TM7x_00635	TM7x_00635	TM7x_00635	TM7x_00635
TM7x_00636	TM7x	549	TM7x_00636	TM7x_00636	TM7x_00636	TM7x_00636	TM7x_00636	TM7x_00636
TM7x_00637	TM7x	576	TM7x_00637	TM7x_00637	TM7x_00637	TM7x_00637	TM7x_00637	TM7x_00637
TM7x_00638	TM7x	474	TM7x_00638	TM7x_00638	TM7x_00638	TM7x_00638	TM7x_00638	TM7x_00638
TM7x_00639	TM7x	1737	TM7x_00639	TM7x_00639	TM7x_00639	TM7x_00639	TM7x_00639	TM7x_00639
TM7x_00640	TM7x	717	TM7x_00640	TM7x_00640	TM7x_00640	TM7x_00640	TM7x_00640	TM7x_00640
TM7x_00641	TM7x	1452	TM7x_00641	TM7x_00641	TM7x_00641	TM7x_00641	TM7x_00641	TM7x_00641
TM7x_00642	TM7x	77	TM7x_00642	TM7x_00642	TM7x_00642	TM7x_00642	TM7x_00592	TM7x_00592
TM7x_00643	TM7x	480	TM7x_00643	TM7x_00643	TM7x_00643	TM7x_00643	TM7x_00643	TM7x_00643
TM7x_00644	TM7x	492	TM7x_00644	TM7x_00644	TM7x_00644	TM7x_00644	TM7x_00644	TM7x_00644
TM7x_00645	TM7x	918	TM7x_00645	TM7x_00645	TM7x_00645	TM7x_00645	TM7x_00645	TM7x_00645
TM7x_00646	TM7x	507	TM7x_00646	TM7x_00646	TM7x_00646	TM7x_00646	TM7x_00646	TM7x_00646
TM7x_00647	TM7x	1107	TM7x_00647	TM7x_00647	TM7x_00647	TM7x_00647	TM7x_00647	TM7x_00647
TM7x_00648	TM7x	654	TM7x_00648	TM7x_00648	TM7x_00648	TM7x_00648	TM7x_00648	TM7x_00648
TM7x_00649	TM7x	1893	TM7x_00649	TM7x_00649	TM7x_00649	TM7x_00649	TM7x_00649	TM7x_00649
TM7x_00650	TM7x	525	TM7x_00650	TM7x_00650	TM7x_00650	TM7x_00650	TM7x_00650	TM7x_00650
TM7x_00651	TM7x	729	TM7x_00651	TM7x_00651	TM7x_00651	TM7x_00651	TM7x_00651	TM7x_00651
TM7x_00652	TM7x	1368	TM7x_00652	TM7x_00652	TM7x_00652	TM7x_00652	TM7x_00652	TM7x_00652
TM7x_00653	TM7x	711	TM7x_00653	TM7x_00653	TM7x_00653	TM7x_00653	TM7x_00653	TM7x_00653
TM7x_00654	TM7x	963	TM7x_00654	TM7x_00654	TM7x_00654	TM7x_00654	TM7x_00654	TM7x_00654
TM7x_00655	TM7x	471	TM7x_00655	TM7x_00655	TM7x_00655	TM7x_00655	TM7x_00655	TM7x_00655
TM7x_00656	TM7x	213	TM7x_00656	TM7x_00656	TM7x_00656	TM7x_00656	TM7x_00656	TM7x_00656
TM7x_00657	TM7x	930	TM7x_00657	TM7x_00657	TM7x_00657	TM7x_00657	TM7x_00657	TM7x_00657
TM7x_00658	TM7x	1653	TM7x_00658	TM7x_00658	TM7x_00658	TM7x_00658	TM7x_00658	TM7x_00658
TM7x_00659	TM7x	1869	TM7x_00659	TM7x_00659	TM7x_00659	TM7x_00659	TM7x_00659	TM7x_00659
